1551884524.585599, 1551884524.585491, 'stop', 34, 34, 42, 42, 32, 32, 6, 6
1551884525.352374, 1551884525.352285, 'extension', 34, 34, 42, 42, 32, 32, 6, 6
1551884525.669038, 1551884525.668926, 'stop', 34, 34, 42, 42, 32, 32, 6, 6
1551884525.835378, 1551884525.83529, 'flexion', 34, 34, 42, 42, 32, 32, 6, 6
1551884526.151694, 1551884526.151615, 'stop', 34, 34, 42, 42, 32, 32, 6, 6
1551884526.318708, 1551884526.318634, 'extension', 34, 34, 42, 42, 32, 32, 6, 6
1551884526.635394, 1551884526.635322, 'stop', 34, 34, 42, 42, 32, 32, 6, 6
1551884526.801748, 1551884526.801675, 'flexion', 34, 34, 42, 42, 32, 32, 6, 6
1551884527.122855, 1551884527.122783, 'extension', 34, 34, 42, 42, 32, 32, 6, 6
1551884527.43985, 1551884527.439782, 'stop', 34, 34, 42, 42, 32, 32, 6, 6
