1549289252.1681604, 1549289252.1672583, 3, -0.3546, -0.48962, -0.78261, 0.14849
1549289252.1793919, 1549289252.1791005, 5, -0.63457, -0.72272, 0.06351, 0.2664
1549289252.1832745, 1549289252.1830626, 4, -0.58033, -0.40608, 0.02155, 0.70558
1549289252.189191, 1549289252.1890576, 4, -0.58141, -0.40481, 0.02188, 0.70542
1549289252.1911998, 1549289252.191058, 5, -0.63518, -0.7219, 0.06626, 0.26647
1549289252.199149, 1549289252.1990128, 3, -0.35515, -0.48907, -0.78276, 0.14819
1549289252.2091794, 1549289252.20903, 3, -0.35526, -0.48912, -0.78269, 0.14816
1549289252.2111099, 1549289252.211003, 5, -0.63736, -0.71922, 0.07383, 0.26653
1549289252.215135, 1549289252.215038, 4, -0.5841, -0.40161, 0.02291, 0.70499
1549289252.2201312, 1549289252.220035, 4, -0.58642, -0.39865, 0.02408, 0.7047
1549289252.226142, 1549289252.2260115, 5, -0.63837, -0.71797, 0.07703, 0.26658
1549289252.2360642, 1549289252.2359607, 3, -0.3557, -0.48862, -0.7828, 0.14813
1549289252.2391832, 1549289252.2390423, 4, -0.5899, -0.39403, 0.02581, 0.70434
1549289252.2421608, 1549289252.2420487, 5, -0.64007, -0.71571, 0.08389, 0.26652
1549289252.2591548, 1549289252.2590158, 3, -0.35619, -0.4889, -0.78237, 0.14832
1549289252.2610955, 1549289252.260997, 5, -0.64255, -0.71235, 0.09501, 0.26583
1549289252.269137, 1549289252.2690136, 3, -0.35645, -0.48896, -0.7822, 0.14839
1549289252.272098, 1549289252.271995, 5, -0.64301, -0.71152, 0.09751, 0.26602
1549289252.278096, 1549289252.2779953, 4, -0.59701, -0.38157, 0.02851, 0.70511
1549289252.2821143, 1549289252.2820024, 5, -0.64375, -0.71043, 0.10046, 0.26605
1549289252.289161, 1549289252.2890375, 4, -0.59865, -0.37906, 0.03056, 0.70498
1549289252.291135, 1549289252.291034, 3, -0.35705, -0.48872, -0.78211, 0.14822
1549289252.2941332, 1549289252.294036, 5, -0.64446, -0.70945, 0.10289, 0.26603
1549289252.2981346, 1549289252.2980046, 3, -0.35758, -0.48833, -0.78215, 0.14805
1549289252.3091614, 1549289252.3090398, 3, -0.35776, -0.48811, -0.78221, 0.14803
1549289252.3111272, 1549289252.3110292, 5, -0.64714, -0.706, 0.10893, 0.26626
1549289252.3151243, 1549289252.3150084, 4, -0.60137, -0.37481, 0.03463, 0.70475
1549289252.3191352, 1549289252.3190346, 5, -0.64866, -0.70421, 0.1112, 0.26639
1549289252.3251011, 1549289252.324998, 4, -0.60201, -0.37385, 0.03584, 0.70465
1549289252.329095, 1549289252.3289945, 5, -0.64983, -0.70277, 0.11315, 0.26653
1549289252.332128, 1549289252.3320324, 3, -0.35826, -0.48729, -0.7824, 0.14847
1549289252.3390884, 1549289252.3389883, 3, -0.35842, -0.48709, -0.78241, 0.1487
1549289252.3430998, 1549289252.3429961, 4, -0.60268, -0.37323, 0.03776, 0.70431
1549289252.3490865, 1549289252.3489885, 3, -0.35846, -0.4869, -0.78247, 0.14894
1549289252.3520772, 1549289252.3519812, 4, -0.60282, -0.37342, 0.03899, 0.70402
1549289252.3570626, 1549289252.3569596, 5, -0.65079, -0.70139, 0.11519, 0.26694
1549289252.3590446, 1549289252.3589556, 4, -0.60271, -0.37394, 0.03959, 0.7038
1549289252.366093, 1549289252.3659983, 3, -0.35861, -0.48676, -0.78246, 0.14906
1549289252.3701138, 1549289252.3700075, 5, -0.65163, -0.70015, 0.11613, 0.26773
1549289252.3782012, 1549289252.378052, 3, -0.35876, -0.48668, -0.78241, 0.14922
1549289252.381128, 1549289252.3810272, 4, -0.60127, -0.37862, 0.04138, 0.70243
1549289252.3850935, 1549289252.384997, 5, -0.65108, -0.70074, 0.11575, 0.26771
1549289252.394142, 1549289252.39401, 4, -0.60121, -0.38223, 0.04164, 0.70051
1549289252.399131, 1549289252.399032, 3, -0.35927, -0.48697, -0.78194, 0.14954
1549289252.403128, 1549289252.4030328, 5, -0.65064, -0.70139, 0.11458, 0.26757
1549289252.4051552, 1549289252.405089, 4, -0.60184, -0.38364, 0.04067, 0.69926
1549289252.4101083, 1549289252.4099963, 3, -0.35919, -0.48728, -0.78175, 0.14968
1549289252.4120815, 1549289252.4119873, 5, -0.65087, -0.70112, 0.11427, 0.26782
1549289252.4180946, 1549289252.4179952, 4, -0.60257, -0.38446, 0.03921, 0.69826
1549289252.4210474, 1549289252.420953, 5, -0.65078, -0.70112, 0.11378, 0.26826
1549289252.4240677, 1549289252.4239554, 3, -0.35928, -0.48751, -0.78153, 0.14986
1549289252.430085, 1549289252.4299903, 3, -0.35949, -0.48763, -0.78133, 0.15
1549289252.4320824, 1549289252.4319851, 5, -0.64964, -0.70214, 0.1126, 0.26889
1549289252.4351351, 1549289252.4350328, 4, -0.60375, -0.38497, 0.0363, 0.69712
1549289252.4390445, 1549289252.4389496, 4, -0.60415, -0.38461, 0.03594, 0.69698
1549289252.4421272, 1549289252.4420264, 5, -0.64876, -0.70311, 0.11149, 0.2689
1549289252.4440951, 1549289252.4440024, 3, -0.35988, -0.48765, -0.7811, 0.15023
1549289252.4491315, 1549289252.4490337, 3, -0.36017, -0.4876, -0.78098, 0.15031
1549289252.4530854, 1549289252.4529917, 5, -0.64831, -0.70382, 0.11039, 0.2686
1549289252.4591265, 1549289252.459026, 3, -0.36034, -0.48758, -0.78095, 0.15014
1549289252.462117, 1549289252.4620223, 5, -0.6483, -0.70416, 0.10943, 0.2681
1549289252.4651206, 1549289252.4650247, 4, -0.60456, -0.38392, 0.03623, 0.697
1549289252.4690719, 1549289252.468988, 4, -0.60541, -0.38165, 0.03802, 0.69741
1549289252.475093, 1549289252.4749918, 5, -0.64917, -0.70387, 0.10836, 0.26722
1549289252.4791377, 1549289252.4790266, 4, -0.60533, -0.3811, 0.03864, 0.69774
1549289252.4810839, 1549289252.4810228, 5, -0.64956, -0.70401, 0.10765, 0.26617
1549289252.4891129, 1549289252.4890168, 4, -0.60498, -0.3811, 0.03921, 0.69801
1549289252.4911253, 1549289252.4910238, 5, -0.64998, -0.7041, 0.10703, 0.26519
1549289252.4991252, 1549289252.499025, 4, -0.6044, -0.38151, 0.03918, 0.69829
1549289252.5011146, 1549289252.5010192, 3, -0.36079, -0.48745, -0.78111, 0.14863
1549289252.5041199, 1549289252.5040212, 5, -0.65032, -0.70421, 0.1064, 0.26429
1549289252.5091357, 1549289252.509021, 4, -0.60351, -0.38227, 0.03857, 0.69868
1549289252.512082, 1549289252.5119839, 5, -0.65068, -0.70423, 0.10568, 0.26363
1549289252.516079, 1549289252.5159855, 3, -0.36091, -0.48746, -0.78107, 0.1485
1549289252.5201168, 1549289252.5200238, 5, -0.65056, -0.7047, 0.10423, 0.26325
1549289252.5291123, 1549289252.528998, 3, -0.36039, -0.48723, -0.78145, 0.14855
1549289252.532078, 1549289252.531984, 5, -0.65004, -0.70533, 0.1031, 0.26332
1549289252.5350766, 1549289252.5349836, 4, -0.60126, -0.38438, 0.03646, 0.69957
1549289252.5401676, 1549289252.5400512, 3, -0.36014, -0.48717, -0.7816, 0.14858
1549289252.5450902, 1549289252.5449877, 5, -0.64971, -0.7057, 0.10201, 0.26354
1549289252.549081, 1549289252.5489855, 3, -0.36016, -0.48717, -0.78161, 0.14848
1549289252.5520813, 1549289252.5519874, 4, -0.59462, -0.39456, 0.02831, 0.69996
1549289252.5581014, 1549289252.557993, 5, -0.65023, -0.70521, 0.10064, 0.26411
