1549289271.1102462, 1549289271.1101184, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289279.4702213, 1549289279.4701552, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289282.466307, 1549289282.4662004, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289283.8422182, 1549289283.8421223, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289286.5261323, 1549289286.5260627, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289288.0062509, 1549289288.0061436, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289290.3422709, 1549289290.3421085, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289290.3862, 1549289290.3861012, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289291.2861624, 1549289291.2860663, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289293.726347, 1549289293.7262492, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289293.770204, 1549289293.770103, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289295.014261, 1549289295.0141573, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289297.658278, 1549289297.658175, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289297.706481, 1549289297.706332, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289298.6745944, 1549289298.6743414, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289301.07843, 1549289301.0782573, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289302.2224495, 1549289302.222231, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289304.8703582, 1549289304.870206, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289306.0063252, 1549289306.0062149, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289308.3783898, 1549289308.3782516, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289309.3143113, 1549289309.3141885, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289311.2663739, 1549289311.2661862, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289311.5222554, 1549289311.5221376, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289312.8303776, 1549289312.8302605, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289315.2382002, 1549289315.2381124, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289316.342276, 1549289316.3421695, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289318.8142679, 1549289318.814139, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289318.922222, 1549289318.9221346, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289319.7543082, 1549289319.7541916, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289322.4382432, 1549289322.4381332, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289323.4382067, 1549289323.4381042, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289325.8462288, 1549289325.8461163, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289327.1222997, 1549289327.1221957, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289329.5622337, 1549289329.5621417, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289330.6662858, 1549289330.6661687, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289333.3183143, 1549289333.318217, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289334.422179, 1549289334.4220626, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289336.7582824, 1549289336.758186, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289337.862383, 1549289337.8622823, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289340.5822809, 1549289340.5821567, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289341.75821, 1549289341.7581196, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289344.1582437, 1549289344.1581364, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289344.2062588, 1549289344.2061388, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289345.2782297, 1549289345.2781343, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289347.5462766, 1549289347.5461967, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289348.682196, 1549289348.682099, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289351.2622359, 1549289351.262143, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289352.334275, 1549289352.3341687, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289355.1942186, 1549289355.1941206, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289355.8182747, 1549289355.8181703, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289358.4702117, 1549289358.4701157, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289359.3343122, 1549289359.3342083, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289362.2622736, 1549289362.2621648, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289362.9222057, 1549289362.9221222, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289365.7463307, 1549289365.7462296, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289366.6822934, 1549289366.682192, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289369.610312, 1549289369.6101978, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289370.474238, 1549289370.4741287, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289372.9503367, 1549289372.9502378, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289374.0222838, 1549289374.022183, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289376.7423296, 1549289376.7422566, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289377.878264, 1549289377.8781593, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289380.4262257, 1549289380.4261234, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289381.7164052, 1549289381.716313, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289383.238361, 1549289383.2382615, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289383.6462603, 1549289383.6461651, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289385.2503216, 1549289385.2502139, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289385.414144, 1549289385.4140406, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289386.5902827, 1549289386.5901682, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289389.614326, 1549289389.6142063, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
1549289389.6622086, 1549289389.66211, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289390.698238, 1549289390.698124, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289393.382323, 1549289393.3821921, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289394.3502562, 1549289394.3501525, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289397.1062655, 1549289397.106158, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289398.1743166, 1549289398.1742392, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289400.966301, 1549289400.9661825, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289402.0701742, 1549289402.0700738, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289404.8942213, 1549289404.894121, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289405.998142, 1549289405.998045, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289408.8541577, 1549289408.8540835, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289409.6542346, 1549289409.6541407, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289412.6143227, 1549289412.6142101, 'flexion', 16, 16, 6, 6, 16, 16, 6, 6
1549289413.994339, 1549289413.994264, 'extension', 16, 16, 6, 6, 16, 16, 6, 6
1549289416.6063285, 1549289416.606229, 'stop', 16, 16, 6, 6, 16, 16, 6, 6
